UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2016,11,5,"The Fellowship of the Ring: Lord of the Rings Series, Book 1",,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
Physical,Horizon,BOOK,2016,11,1,Understanding The lord of the rings : the best of Tolkien criticism / edited by Rose A. Zimbardo and Neil D. Isaacs.,,,"Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings, Fantasy fiction English History and criticism, Middle Earth Imaginary place","Houghton Mifflin,",2004.
Physical,Horizon,VIDEODISC,2016,11,1,"The lord of the rings [videorecording] : the fellowship of the ring : National Geographic beyond the movie / produced by Arden Entertainment [for National Geographic Television] ; writer, producer, Kathleen Phelan.",,,"Tolkien J R R John Ronald Reuel 1892 1973 Fellowship of the ring, Lord of the rings the fellowship of the ring Motion picture, Middle Earth Imaginary place, Video recordings for the hearing impaired","Warner Brothers Home Video,",c2002.
Digital,OverDrive,AUDIOBOOK,2016,11,9,"The Fellowship of the Ring: The Lord of the Rings Series, Book 1 (unabridged) (Unabridged)",,J. R. R. Tolkien,"Drama, Fantasy, Fiction",Random House Group Limited,2009
Physical,Horizon,SOUNDDISC,2016,11,2,The return of the king [sound recording] : [book three of the Lord of the Rings] : and the annals of the kings and rulers : [an appendix to the Lord of the Rings / by J.R.R. Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Baggins Frodo Fictitious character Fiction, Middle Earth Imaginary place Fiction, Fantasy fiction","Recorded Books,",p1990.
Physical,Horizon,BOOK,2016,11,5,The fellowship of the ring : being the first part of The lord of the rings / by J.R.R. Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Baggins Frodo Fictitious character Fiction, Middle Earth Imaginary place Fiction, Fantasy fiction, Adventure fiction, Epic fiction","Houghton Mifflin,","[1994], c1965."
Digital,OverDrive,AUDIOBOOK,2016,11,1,Tolkien's Ordinary Virtues: Exploring the Spiritual Themes of The Lord of the Rings (unabridged) (Unabridged),,Mark Eddy Smith,"Nonfiction, Religion & Spirituality","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2016,11,1,The gospel according to Tolkien : visions of the Kingdom in Middle-earth / Ralph C. Wood.,,"Wood, Ralph C.","Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings, Tolkien J R R John Ronald Reuel 1892 1973 Religion, Christianity and literature England History 20th century, Christian fiction English History and criticism, Fantasy fiction English History and criticism, Christian ethics in literature, Middle Earth Imaginary place","Westminster John Knox Press,",c2003.
Digital,Freegal,SONG,2016,11,1,The Lord of the Rings,,The Crown,,,
Physical,Horizon,VIDEODISC,2016,11,18,"Lord of the rings. The fellowship of the ring [videorecording] / New Line Cinema presents a WingNut Films production ; producers, Barrie M. Osborne ... [and others] ; screenplay by Fran Walsh & Philippa Boyens & Peter Jackson ; directed by Peter Jackson.",,,"Baggins Frodo Fictitious character Drama, Middle Earth Imaginary place Drama, Feature films, Video recordings for the hearing impaired","New Line Home Entertainment,",[2002]
Digital,Freegal,SONG,2016,11,1,Lord of the Rings,,The Piano Guys,,,
Physical,Horizon,BOOK,2016,11,1,"J.R.R. Tolkien : artist & illustrator / Wayne G. Hammond, Christina Scull.",,"Hammond, Wayne G.","Tolkien J R R John Ronald Reuel 1892 1973 Criticism and interpretation, Tolkien J R R John Ronald Reuel 1892 1973 Hobbit Illustrations, Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings Illustrations, Middle Earth Imaginary place in art","Houghton Mifflin Co.,",2000.
Digital,OverDrive,EBOOK,2016,11,7,"The Fellowship of the Ring: The Lord of the Rings Series, Book 1",,J.R.R. Tolkien,"Fantasy, Fiction",Houghton Mifflin Harcourt Trade and Reference,2015
